"ID";"Geslacht";"LeeftijdOp31December";"Perioden";"Overledenen_1"
"0";"1100";"10000";"1995X000";"     394"
"1";"1100";"10000";"1995W101";"    2719"
"2";"1100";"10000";"1995W102";"    2823"
"3";"1100";"10000";"1995W103";"    2609"
"4";"1100";"10000";"1995W104";"    2664"
"5";"1100";"10000";"1995W105";"    2577"
"6";"1100";"10000";"1995W106";"    2536"
"7";"1100";"10000";"1995W107";"    2551"
"8";"1100";"10000";"1995W108";"    2510"
"9";"1100";"10000";"1995W109";"    2490"
"10";"1100";"10000";"1995W110";"    2770"
"11";"1100";"10000";"1995W111";"    2800"
"12";"1100";"10000";"1995W112";"    2786"
"13";"1100";"10000";"1995W113";"    2634"
"14";"1100";"10000";"1995W114";"    2717"
"15";"1100";"10000";"1995W115";"    2645"
"16";"1100";"10000";"1995W116";"    2691"
"17";"1100";"10000";"1995W117";"    2645"
"18";"1100";"10000";"1995W118";"    2628"
"19";"1100";"10000";"1995W119";"    2486"
"20";"1100";"10000";"1995W120";"    2482"
"21";"1100";"10000";"1995W121";"    2468"
"22";"1100";"10000";"1995W122";"    2485"
"23";"1100";"10000";"1995W123";"    2319"
"24";"1100";"10000";"1995W124";"    2352"
"25";"1100";"10000";"1995W125";"    2498"
"26";"1100";"10000";"1995W126";"    2663"
"27";"1100";"10000";"1995W127";"    2489"
"28";"1100";"10000";"1995W128";"    2808"
"29";"1100";"10000";"1995W129";"    2451"
"30";"1100";"10000";"1995W130";"    2466"
"31";"1100";"10000";"1995W131";"    2744"
"32";"1100";"10000";"1995W132";"    2473"
"33";"1100";"10000";"1995W133";"    2380"
"34";"1100";"10000";"1995W134";"    2427"
"35";"1100";"10000";"1995W135";"    2278"
"36";"1100";"10000";"1995W136";"    2362"
"37";"1100";"10000";"1995W137";"    2348"
"38";"1100";"10000";"1995W138";"    2437"
"39";"1100";"10000";"1995W139";"    2366"
"40";"1100";"10000";"1995W140";"    2525"
"41";"1100";"10000";"1995W141";"    2600"
"42";"1100";"10000";"1995W142";"    2417"
"43";"1100";"10000";"1995W143";"    2455"
"44";"1100";"10000";"1995W144";"    2573"
"45";"1100";"10000";"1995W145";"    2533"
"46";"1100";"10000";"1995W146";"    2691"
"47";"1100";"10000";"1995W147";"    2613"
"48";"1100";"10000";"1995W148";"    2646"
"49";"1100";"10000";"1995W149";"    2826"
"50";"1100";"10000";"1995W150";"    3098"
"51";"1100";"10000";"1995W151";"    3291"
"52";"1100";"10000";"1995W152";"    3436"
"53";"1100";"10000";"1995JJ00";"  135675"
"54";"1100";"10000";"1996W101";"    3546"
"55";"1100";"10000";"1996W102";"    3257"
"56";"1100";"10000";"1996W103";"    2970"
"57";"1100";"10000";"1996W104";"    2855"
"58";"1100";"10000";"1996W105";"    2992"
"59";"1100";"10000";"1996W106";"    3089"
"60";"1100";"10000";"1996W107";"    3046"
"61";"1100";"10000";"1996W108";"    2887"
"62";"1100";"10000";"1996W109";"    2878"
"63";"1100";"10000";"1996W110";"    2714"
"64";"1100";"10000";"1996W111";"    2807"
"65";"1100";"10000";"1996W112";"    2784"
"66";"1100";"10000";"1996W113";"    2727"
"67";"1100";"10000";"1996W114";"    2765"
"68";"1100";"10000";"1996W115";"    2642"
"69";"1100";"10000";"1996W116";"    2856"
"70";"1100";"10000";"1996W117";"    2703"
"71";"1100";"10000";"1996W118";"    2498"
"72";"1100";"10000";"1996W119";"    2519"
"73";"1100";"10000";"1996W120";"    2598"
"74";"1100";"10000";"1996W121";"    2514"
"75";"1100";"10000";"1996W122";"    2523"
"76";"1100";"10000";"1996W123";"    2752"
"77";"1100";"10000";"1996W124";"    2506"
"78";"1100";"10000";"1996W125";"    2366"
"79";"1100";"10000";"1996W126";"    2376"
"80";"1100";"10000";"1996W127";"    2433"
"81";"1100";"10000";"1996W128";"    2490"
"82";"1100";"10000";"1996W129";"    2467"
"83";"1100";"10000";"1996W130";"    2500"
"84";"1100";"10000";"1996W131";"    2285"
"85";"1100";"10000";"1996W132";"    2449"
"86";"1100";"10000";"1996W133";"    2357"
"87";"1100";"10000";"1996W134";"    2364"
"88";"1100";"10000";"1996W135";"    2273"
"89";"1100";"10000";"1996W136";"    2150"
"90";"1100";"10000";"1996W137";"    2275"
"91";"1100";"10000";"1996W138";"    2523"
"92";"1100";"10000";"1996W139";"    2582"
"93";"1100";"10000";"1996W140";"    2467"
"94";"1100";"10000";"1996W141";"    2417"
"95";"1100";"10000";"1996W142";"    2377"
"96";"1100";"10000";"1996W143";"    2465"
"97";"1100";"10000";"1996W144";"    2404"
"98";"1100";"10000";"1996W145";"    2513"
"99";"1100";"10000";"1996W146";"    2537"
"100";"1100";"10000";"1996W147";"    2636"
"101";"1100";"10000";"1996W148";"    2591"
"102";"1100";"10000";"1996W149";"    2604"
"103";"1100";"10000";"1996W150";"    2708"
"104";"1100";"10000";"1996W151";"    2773"
"105";"1100";"10000";"1996W152";"    2893"
"106";"1100";"10000";"1996W153";"     858"
"107";"1100";"10000";"1996JJ00";"  137561"
"108";"1100";"10000";"1997W101";"    2268"
"109";"1100";"10000";"1997W102";"    3290"
"110";"1100";"10000";"1997W103";"    3249"
"111";"1100";"10000";"1997W104";"    3185"
"112";"1100";"10000";"1997W105";"    3061"
"113";"1100";"10000";"1997W106";"    3012"
"114";"1100";"10000";"1997W107";"    2980"
"115";"1100";"10000";"1997W108";"    2807"
"116";"1100";"10000";"1997W109";"    2792"
"117";"1100";"10000";"1997W110";"    2640"
"118";"1100";"10000";"1997W111";"    2529"
"119";"1100";"10000";"1997W112";"    2467"
"120";"1100";"10000";"1997W113";"    2483"
"121";"1100";"10000";"1997W114";"    2546"
"122";"1100";"10000";"1997W115";"    2451"
"123";"1100";"10000";"1997W116";"    2455"
"124";"1100";"10000";"1997W117";"    2649"
"125";"1100";"10000";"1997W118";"    2646"
"126";"1100";"10000";"1997W119";"    2437"
"127";"1100";"10000";"1997W120";"    2611"
"128";"1100";"10000";"1997W121";"    2483"
"129";"1100";"10000";"1997W122";"    2426"
"130";"1100";"10000";"1997W123";"    2709"
"131";"1100";"10000";"1997W124";"    2555"
"132";"1100";"10000";"1997W125";"    2391"
"133";"1100";"10000";"1997W126";"    2372"
"134";"1100";"10000";"1997W127";"    2409"
"135";"1100";"10000";"1997W128";"    2486"
"136";"1100";"10000";"1997W129";"    2402"
"137";"1100";"10000";"1997W130";"    2369"
"138";"1100";"10000";"1997W131";"    2352"
"139";"1100";"10000";"1997W132";"    2434"
"140";"1100";"10000";"1997W133";"    2943"
"141";"1100";"10000";"1997W134";"    2809"
"142";"1100";"10000";"1997W135";"    2488"
"143";"1100";"10000";"1997W136";"    2307"
"144";"1100";"10000";"1997W137";"    2402"
"145";"1100";"10000";"1997W138";"    2433"
"146";"1100";"10000";"1997W139";"    2360"
"147";"1100";"10000";"1997W140";"    2386"
"148";"1100";"10000";"1997W141";"    2557"
"149";"1100";"10000";"1997W142";"    2441"
"150";"1100";"10000";"1997W143";"    2549"
"151";"1100";"10000";"1997W144";"    2450"
"152";"1100";"10000";"1997W145";"    2530"
"153";"1100";"10000";"1997W146";"    2408"
"154";"1100";"10000";"1997W147";"    2446"
"155";"1100";"10000";"1997W148";"    2663"
"156";"1100";"10000";"1997W149";"    2538"
"157";"1100";"10000";"1997W150";"    2670"
"158";"1100";"10000";"1997W151";"    2738"
"159";"1100";"10000";"1997W152";"    2595"
"160";"1100";"10000";"1997W153";"    1124"
"161";"1100";"10000";"1997JJ00";"  135783"
"162";"1100";"10000";"1998W101";"    1551"
"163";"1100";"10000";"1998W102";"    2558"
"164";"1100";"10000";"1998W103";"    2418"
"165";"1100";"10000";"1998W104";"    2530"
"166";"1100";"10000";"1998W105";"    2691"
"167";"1100";"10000";"1998W106";"    2615"
"168";"1100";"10000";"1998W107";"    2695"
"169";"1100";"10000";"1998W108";"    2719"
"170";"1100";"10000";"1998W109";"    2627"
"171";"1100";"10000";"1998W110";"    2812"
"172";"1100";"10000";"1998W111";"    2876"
"173";"1100";"10000";"1998W112";"    2991"
"174";"1100";"10000";"1998W113";"    2984"
"175";"1100";"10000";"1998W114";"    3107"
"176";"1100";"10000";"1998W115";"    2910"
"177";"1100";"10000";"1998W116";"    2900"
"178";"1100";"10000";"1998W117";"    2768"
"179";"1100";"10000";"1998W118";"    2692"
"180";"1100";"10000";"1998W119";"    2598"
"181";"1100";"10000";"1998W120";"    2826"
"182";"1100";"10000";"1998W121";"    2588"
"183";"1100";"10000";"1998W122";"    2505"
"184";"1100";"10000";"1998W123";"    2368"
"185";"1100";"10000";"1998W124";"    2383"
"186";"1100";"10000";"1998W125";"    2545"
"187";"1100";"10000";"1998W126";"    2456"
"188";"1100";"10000";"1998W127";"    2451"
"189";"1100";"10000";"1998W128";"    2456"
"190";"1100";"10000";"1998W129";"    2408"
"191";"1100";"10000";"1998W130";"    2588"
"192";"1100";"10000";"1998W131";"    2409"
"193";"1100";"10000";"1998W132";"    2450"
"194";"1100";"10000";"1998W133";"    2514"
"195";"1100";"10000";"1998W134";"    2399"
"196";"1100";"10000";"1998W135";"    2343"
"197";"1100";"10000";"1998W136";"    2478"
"198";"1100";"10000";"1998W137";"    2430"
"199";"1100";"10000";"1998W138";"    2496"
"200";"1100";"10000";"1998W139";"    2524"
"201";"1100";"10000";"1998W140";"    2471"
"202";"1100";"10000";"1998W141";"    2484"
"203";"1100";"10000";"1998W142";"    2623"
"204";"1100";"10000";"1998W143";"    2537"
"205";"1100";"10000";"1998W144";"    2453"
"206";"1100";"10000";"1998W145";"    2570"
"207";"1100";"10000";"1998W146";"    2621"
"208";"1100";"10000";"1998W147";"    2697"
"209";"1100";"10000";"1998W148";"    2713"
"210";"1100";"10000";"1998W149";"    2866"
"211";"1100";"10000";"1998W150";"    3034"
"212";"1100";"10000";"1998W151";"    3058"
"213";"1100";"10000";"1998W152";"    2964"
"214";"1100";"10000";"1998W153";"    1732"
"215";"1100";"10000";"1998JJ00";"  137482"
"216";"1100";"10000";"1999X000";"    1250"
"217";"1100";"10000";"1999W101";"    3106"
"218";"1100";"10000";"1999W102";"    3005"
"219";"1100";"10000";"1999W103";"    2918"
"220";"1100";"10000";"1999W104";"    2866"
"221";"1100";"10000";"1999W105";"    2972"
"222";"1100";"10000";"1999W106";"    3105"
"223";"1100";"10000";"1999W107";"    3123"
"224";"1100";"10000";"1999W108";"    3134"
"225";"1100";"10000";"1999W109";"    3241"
"226";"1100";"10000";"1999W110";"    3078"
"227";"1100";"10000";"1999W111";"    2797"
"228";"1100";"10000";"1999W112";"    2824"
"229";"1100";"10000";"1999W113";"    2713"
"230";"1100";"10000";"1999W114";"    2671"
"231";"1100";"10000";"1999W115";"    2533"
"232";"1100";"10000";"1999W116";"    2646"
"233";"1100";"10000";"1999W117";"    2636"
"234";"1100";"10000";"1999W118";"    2674"
"235";"1100";"10000";"1999W119";"    2507"
"236";"1100";"10000";"1999W120";"    2589"
"237";"1100";"10000";"1999W121";"    2561"
"238";"1100";"10000";"1999W122";"    2534"
"239";"1100";"10000";"1999W123";"    2575"
"240";"1100";"10000";"1999W124";"    2583"
"241";"1100";"10000";"1999W125";"    2462"
"242";"1100";"10000";"1999W126";"    2630"
"243";"1100";"10000";"1999W127";"    2485"
"244";"1100";"10000";"1999W128";"    2611"
"245";"1100";"10000";"1999W129";"    2548"
"246";"1100";"10000";"1999W130";"    2486"
"247";"1100";"10000";"1999W131";"    2753"
"248";"1100";"10000";"1999W132";"    2452"
"249";"1100";"10000";"1999W133";"    2450"
"250";"1100";"10000";"1999W134";"    2571"
"251";"1100";"10000";"1999W135";"    2459"
"252";"1100";"10000";"1999W136";"    2501"
"253";"1100";"10000";"1999W137";"    2527"
"254";"1100";"10000";"1999W138";"    2497"
"255";"1100";"10000";"1999W139";"    2458"
"256";"1100";"10000";"1999W140";"    2335"
"257";"1100";"10000";"1999W141";"    2403"
"258";"1100";"10000";"1999W142";"    2631"
"259";"1100";"10000";"1999W143";"    2663"
"260";"1100";"10000";"1999W144";"    2565"
"261";"1100";"10000";"1999W145";"    2583"
"262";"1100";"10000";"1999W146";"    2571"
"263";"1100";"10000";"1999W147";"    2631"
"264";"1100";"10000";"1999W148";"    2618"
"265";"1100";"10000";"1999W149";"    2791"
"266";"1100";"10000";"1999W150";"    2885"
"267";"1100";"10000";"1999W151";"    2974"
"268";"1100";"10000";"1999W152";"    2306"
"269";"1100";"10000";"1999JJ00";"  140487"
"270";"1100";"10000";"2000X000";"     956"
"271";"1100";"10000";"2000W101";"    3564"
"272";"1100";"10000";"2000W102";"    3438"
"273";"1100";"10000";"2000W103";"    3307"
"274";"1100";"10000";"2000W104";"    3203"
"275";"1100";"10000";"2000W105";"    2967"
"276";"1100";"10000";"2000W106";"    2835"
"277";"1100";"10000";"2000W107";"    2773"
"278";"1100";"10000";"2000W108";"    2869"
"279";"1100";"10000";"2000W109";"    2673"
"280";"1100";"10000";"2000W110";"    2690"
"281";"1100";"10000";"2000W111";"    2673"
"282";"1100";"10000";"2000W112";"    2533"
"283";"1100";"10000";"2000W113";"    2554"
"284";"1100";"10000";"2000W114";"    2690"
"285";"1100";"10000";"2000W115";"    2687"
"286";"1100";"10000";"2000W116";"    2705"
"287";"1100";"10000";"2000W117";"    2647"
"288";"1100";"10000";"2000W118";"    2554"
"289";"1100";"10000";"2000W119";"    2744"
"290";"1100";"10000";"2000W120";"    2698"
"291";"1100";"10000";"2000W121";"    2455"
"292";"1100";"10000";"2000W122";"    2513"
"293";"1100";"10000";"2000W123";"    2484"
"294";"1100";"10000";"2000W124";"    2452"
"295";"1100";"10000";"2000W125";"    2969"
"296";"1100";"10000";"2000W126";"    2632"
"297";"1100";"10000";"2000W127";"    2572"
"298";"1100";"10000";"2000W128";"    2469"
"299";"1100";"10000";"2000W129";"    2456"
"300";"1100";"10000";"2000W130";"    2505"
"301";"1100";"10000";"2000W131";"    2532"
"302";"1100";"10000";"2000W132";"    2488"
"303";"1100";"10000";"2000W133";"    2539"
"304";"1100";"10000";"2000W134";"    2416"
"305";"1100";"10000";"2000W135";"    2391"
"306";"1100";"10000";"2000W136";"    2506"
"307";"1100";"10000";"2000W137";"    2517"
"308";"1100";"10000";"2000W138";"    2501"
"309";"1100";"10000";"2000W139";"    2479"
"310";"1100";"10000";"2000W140";"    2578"
"311";"1100";"10000";"2000W141";"    2539"
"312";"1100";"10000";"2000W142";"    2571"
"313";"1100";"10000";"2000W143";"    2734"
"314";"1100";"10000";"2000W144";"    2652"
"315";"1100";"10000";"2000W145";"    2572"
"316";"1100";"10000";"2000W146";"    2644"
"317";"1100";"10000";"2000W147";"    2689"
"318";"1100";"10000";"2000W148";"    2773"
"319";"1100";"10000";"2000W149";"    2618"
"320";"1100";"10000";"2000W150";"    2737"
"321";"1100";"10000";"2000W151";"    2855"
"322";"1100";"10000";"2000W152";"    2929"
"323";"1100";"10000";"2000JJ00";"  140527"
"324";"1100";"10000";"2001W101";"    3051"
"325";"1100";"10000";"2001W102";"    2852"
"326";"1100";"10000";"2001W103";"    2907"
"327";"1100";"10000";"2001W104";"    3031"
"328";"1100";"10000";"2001W105";"    2928"
"329";"1100";"10000";"2001W106";"    2861"
"330";"1100";"10000";"2001W107";"    2761"
"331";"1100";"10000";"2001W108";"    2685"
"332";"1100";"10000";"2001W109";"    2749"
"333";"1100";"10000";"2001W110";"    2896"
"334";"1100";"10000";"2001W111";"    2812"
"335";"1100";"10000";"2001W112";"    2837"
"336";"1100";"10000";"2001W113";"    2774"
"337";"1100";"10000";"2001W114";"    2794"
"338";"1100";"10000";"2001W115";"    2752"
"339";"1100";"10000";"2001W116";"    2590"
"340";"1100";"10000";"2001W117";"    2712"
"341";"1100";"10000";"2001W118";"    2685"
"342";"1100";"10000";"2001W119";"    2739"
"343";"1100";"10000";"2001W120";"    2759"
"344";"1100";"10000";"2001W121";"    2674"
"345";"1100";"10000";"2001W122";"    2722"
"346";"1100";"10000";"2001W123";"    2581"
"347";"1100";"10000";"2001W124";"    2721"
"348";"1100";"10000";"2001W125";"    2585"
"349";"1100";"10000";"2001W126";"    2683"
"350";"1100";"10000";"2001W127";"    2751"
"351";"1100";"10000";"2001W128";"    2475"
"352";"1100";"10000";"2001W129";"    2405"
"353";"1100";"10000";"2001W130";"    2519"
"354";"1100";"10000";"2001W131";"    2438"
"355";"1100";"10000";"2001W132";"    2450"
"356";"1100";"10000";"2001W133";"    2511"
"357";"1100";"10000";"2001W134";"    2648"
"358";"1100";"10000";"2001W135";"    2441"
"359";"1100";"10000";"2001W136";"    2482"
"360";"1100";"10000";"2001W137";"    2403"
"361";"1100";"10000";"2001W138";"    2577"
"362";"1100";"10000";"2001W139";"    2588"
"363";"1100";"10000";"2001W140";"    2607"
"364";"1100";"10000";"2001W141";"    2567"
"365";"1100";"10000";"2001W142";"    2701"
"366";"1100";"10000";"2001W143";"    2568"
"367";"1100";"10000";"2001W144";"    2519"
"368";"1100";"10000";"2001W145";"    2535"
"369";"1100";"10000";"2001W146";"    2674"
"370";"1100";"10000";"2001W147";"    2749"
"371";"1100";"10000";"2001W148";"    2757"
"372";"1100";"10000";"2001W149";"    2768"
"373";"1100";"10000";"2001W150";"    2797"
"374";"1100";"10000";"2001W151";"    2982"
"375";"1100";"10000";"2001W152";"    2900"
"376";"1100";"10000";"2001W153";"     424"
"377";"1100";"10000";"2001JJ00";"  140377"
"378";"1100";"10000";"2002W101";"    2522"
"379";"1100";"10000";"2002W102";"    3145"
"380";"1100";"10000";"2002W103";"    3032"
"381";"1100";"10000";"2002W104";"    3079"
"382";"1100";"10000";"2002W105";"    2938"
"383";"1100";"10000";"2002W106";"    2859"
"384";"1100";"10000";"2002W107";"    2778"
"385";"1100";"10000";"2002W108";"    2957"
"386";"1100";"10000";"2002W109";"    3231"
"387";"1100";"10000";"2002W110";"    3015"
"388";"1100";"10000";"2002W111";"    3088"
"389";"1100";"10000";"2002W112";"    2938"
"390";"1100";"10000";"2002W113";"    2903"
"391";"1100";"10000";"2002W114";"    2795"
"392";"1100";"10000";"2002W115";"    2874"
"393";"1100";"10000";"2002W116";"    2778"
"394";"1100";"10000";"2002W117";"    2780"
"395";"1100";"10000";"2002W118";"    2638"
"396";"1100";"10000";"2002W119";"    2590"
"397";"1100";"10000";"2002W120";"    2620"
"398";"1100";"10000";"2002W121";"    2555"
"399";"1100";"10000";"2002W122";"    2641"
"400";"1100";"10000";"2002W123";"    2658"
"401";"1100";"10000";"2002W124";"    2525"
"402";"1100";"10000";"2002W125";"    2665"
"403";"1100";"10000";"2002W126";"    2556"
"404";"1100";"10000";"2002W127";"    2568"
"405";"1100";"10000";"2002W128";"    2548"
"406";"1100";"10000";"2002W129";"    2500"
"407";"1100";"10000";"2002W130";"    2612"
"408";"1100";"10000";"2002W131";"    2792"
"409";"1100";"10000";"2002W132";"    2461"
"410";"1100";"10000";"2002W133";"    2497"
"411";"1100";"10000";"2002W134";"    2624"
"412";"1100";"10000";"2002W135";"    2362"
"413";"1100";"10000";"2002W136";"    2469"
"414";"1100";"10000";"2002W137";"    2456"
"415";"1100";"10000";"2002W138";"    2372"
"416";"1100";"10000";"2002W139";"    2434"
"417";"1100";"10000";"2002W140";"    2557"
"418";"1100";"10000";"2002W141";"    2518"
"419";"1100";"10000";"2002W142";"    2606"
"420";"1100";"10000";"2002W143";"    2712"
"421";"1100";"10000";"2002W144";"    2681"
"422";"1100";"10000";"2002W145";"    2666"
"423";"1100";"10000";"2002W146";"    2637"
"424";"1100";"10000";"2002W147";"    2720"
"425";"1100";"10000";"2002W148";"    2696"
"426";"1100";"10000";"2002W149";"    2676"
"427";"1100";"10000";"2002W150";"    3011"
"428";"1100";"10000";"2002W151";"    3023"
"429";"1100";"10000";"2002W152";"    3127"
"430";"1100";"10000";"2002W153";"     870"
"431";"1100";"10000";"2002JJ00";"  142355"
"432";"1100";"10000";"2003W101";"    2141"
"433";"1100";"10000";"2003W102";"    2987"
"434";"1100";"10000";"2003W103";"    2981"
"435";"1100";"10000";"2003W104";"    2963"
"436";"1100";"10000";"2003W105";"    2821"
"437";"1100";"10000";"2003W106";"    2745"
"438";"1100";"10000";"2003W107";"    2736"
"439";"1100";"10000";"2003W108";"    2923"
"440";"1100";"10000";"2003W109";"    3021"
"441";"1100";"10000";"2003W110";"    2991"
"442";"1100";"10000";"2003W111";"    2983"
"443";"1100";"10000";"2003W112";"    2898"
"444";"1100";"10000";"2003W113";"    2914"
"445";"1100";"10000";"2003W114";"    2948"
"446";"1100";"10000";"2003W115";"    2730"
"447";"1100";"10000";"2003W116";"    2924"
"448";"1100";"10000";"2003W117";"    2844"
"449";"1100";"10000";"2003W118";"    2577"
"450";"1100";"10000";"2003W119";"    2554"
"451";"1100";"10000";"2003W120";"    2560"
"452";"1100";"10000";"2003W121";"    2590"
"453";"1100";"10000";"2003W122";"    2610"
"454";"1100";"10000";"2003W123";"    2853"
"455";"1100";"10000";"2003W124";"    2487"
"456";"1100";"10000";"2003W125";"    2464"
"457";"1100";"10000";"2003W126";"    2541"
"458";"1100";"10000";"2003W127";"    2392"
"459";"1100";"10000";"2003W128";"    2436"
"460";"1100";"10000";"2003W129";"    2721"
"461";"1100";"10000";"2003W130";"    2553"
"462";"1100";"10000";"2003W131";"    2556"
"463";"1100";"10000";"2003W132";"    2773"
"464";"1100";"10000";"2003W133";"    2866"
"465";"1100";"10000";"2003W134";"    2496"
"466";"1100";"10000";"2003W135";"    2398"
"467";"1100";"10000";"2003W136";"    2487"
"468";"1100";"10000";"2003W137";"    2457"
"469";"1100";"10000";"2003W138";"    2661"
"470";"1100";"10000";"2003W139";"    2631"
"471";"1100";"10000";"2003W140";"    2531"
"472";"1100";"10000";"2003W141";"    2484"
"473";"1100";"10000";"2003W142";"    2586"
"474";"1100";"10000";"2003W143";"    2599"
"475";"1100";"10000";"2003W144";"    2743"
"476";"1100";"10000";"2003W145";"    2636"
"477";"1100";"10000";"2003W146";"    2581"
"478";"1100";"10000";"2003W147";"    2639"
"479";"1100";"10000";"2003W148";"    2643"
"480";"1100";"10000";"2003W149";"    2636"
"481";"1100";"10000";"2003W150";"    2898"
"482";"1100";"10000";"2003W151";"    3112"
"483";"1100";"10000";"2003W152";"    3201"
"484";"1100";"10000";"2003W153";"    1434"
"485";"1100";"10000";"2003JJ00";"  141936"
"486";"1100";"10000";"2004W101";"    1899"
"487";"1100";"10000";"2004W102";"    3333"
"488";"1100";"10000";"2004W103";"    3055"
"489";"1100";"10000";"2004W104";"    2921"
"490";"1100";"10000";"2004W105";"    2907"
"491";"1100";"10000";"2004W106";"    2751"
"492";"1100";"10000";"2004W107";"    2692"
"493";"1100";"10000";"2004W108";"    2746"
"494";"1100";"10000";"2004W109";"    2722"
"495";"1100";"10000";"2004W110";"    2720"
"496";"1100";"10000";"2004W111";"    2649"
"497";"1100";"10000";"2004W112";"    2740"
"498";"1100";"10000";"2004W113";"    2639"
"499";"1100";"10000";"2004W114";"    2743"
"500";"1100";"10000";"2004W115";"    2560"
"501";"1100";"10000";"2004W116";"    2648"
"502";"1100";"10000";"2004W117";"    2541"
"503";"1100";"10000";"2004W118";"    2548"
"504";"1100";"10000";"2004W119";"    2455"
"505";"1100";"10000";"2004W120";"    2563"
"506";"1100";"10000";"2004W121";"    2500"
"507";"1100";"10000";"2004W122";"    2509"
"508";"1100";"10000";"2004W123";"    2485"
"509";"1100";"10000";"2004W124";"    2680"
"510";"1100";"10000";"2004W125";"    2403"
"511";"1100";"10000";"2004W126";"    2442"
"512";"1100";"10000";"2004W127";"    2454"
"513";"1100";"10000";"2004W128";"    2493"
"514";"1100";"10000";"2004W129";"    2399"
"515";"1100";"10000";"2004W130";"    2372"
"516";"1100";"10000";"2004W131";"    2449"
"517";"1100";"10000";"2004W132";"    2642"
"518";"1100";"10000";"2004W133";"    2679"
"519";"1100";"10000";"2004W134";"    2414"
"520";"1100";"10000";"2004W135";"    2429"
"521";"1100";"10000";"2004W136";"    2414"
"522";"1100";"10000";"2004W137";"    2459"
"523";"1100";"10000";"2004W138";"    2405"
"524";"1100";"10000";"2004W139";"    2434"
"525";"1100";"10000";"2004W140";"    2558"
"526";"1100";"10000";"2004W141";"    2438"
"527";"1100";"10000";"2004W142";"    2497"
"528";"1100";"10000";"2004W143";"    2529"
"529";"1100";"10000";"2004W144";"    2578"
"530";"1100";"10000";"2004W145";"    2517"
"531";"1100";"10000";"2004W146";"    2537"
"532";"1100";"10000";"2004W147";"    2575"
"533";"1100";"10000";"2004W148";"    2567"
"534";"1100";"10000";"2004W149";"    2619"
"535";"1100";"10000";"2004W150";"    2607"
"536";"1100";"10000";"2004W151";"    2734"
"537";"1100";"10000";"2004W152";"    2836"
"538";"1100";"10000";"2004W153";"    2067"
"539";"1100";"10000";"2004JJ00";"  136553"
"540";"1100";"10000";"2005X000";"     796"
"541";"1100";"10000";"2005W101";"    2871"
"542";"1100";"10000";"2005W102";"    2808"
"543";"1100";"10000";"2005W103";"    2845"
"544";"1100";"10000";"2005W104";"    2813"
"545";"1100";"10000";"2005W105";"    2906"
"546";"1100";"10000";"2005W106";"    3001"
"547";"1100";"10000";"2005W107";"    3094"
"548";"1100";"10000";"2005W108";"    3197"
"549";"1100";"10000";"2005W109";"    3351"
"550";"1100";"10000";"2005W110";"    3277"
"551";"1100";"10000";"2005W111";"    3089"
"552";"1100";"10000";"2005W112";"    2961"
"553";"1100";"10000";"2005W113";"    2765"
"554";"1100";"10000";"2005W114";"    2670"
"555";"1100";"10000";"2005W115";"    2615"
"556";"1100";"10000";"2005W116";"    2566"
"557";"1100";"10000";"2005W117";"    2530"
"558";"1100";"10000";"2005W118";"    2564"
"559";"1100";"10000";"2005W119";"    2572"
"560";"1100";"10000";"2005W120";"    2574"
"561";"1100";"10000";"2005W121";"    2662"
"562";"1100";"10000";"2005W122";"    2460"
"563";"1100";"10000";"2005W123";"    2377"
"564";"1100";"10000";"2005W124";"    2539"
"565";"1100";"10000";"2005W125";"    2782"
"566";"1100";"10000";"2005W126";"    2509"
"567";"1100";"10000";"2005W127";"    2302"
"568";"1100";"10000";"2005W128";"    2382"
"569";"1100";"10000";"2005W129";"    2326"
"570";"1100";"10000";"2005W130";"    2318"
"571";"1100";"10000";"2005W131";"    2314"
"572";"1100";"10000";"2005W132";"    2244"
"573";"1100";"10000";"2005W133";"    2394"
"574";"1100";"10000";"2005W134";"    2361"
"575";"1100";"10000";"2005W135";"    2423"
"576";"1100";"10000";"2005W136";"    2392"
"577";"1100";"10000";"2005W137";"    2323"
"578";"1100";"10000";"2005W138";"    2219"
"579";"1100";"10000";"2005W139";"    2342"
"580";"1100";"10000";"2005W140";"    2397"
"581";"1100";"10000";"2005W141";"    2416"
"582";"1100";"10000";"2005W142";"    2524"
"583";"1100";"10000";"2005W143";"    2499"
"584";"1100";"10000";"2005W144";"    2322"
"585";"1100";"10000";"2005W145";"    2417"
"586";"1100";"10000";"2005W146";"    2489"
"587";"1100";"10000";"2005W147";"    2692"
"588";"1100";"10000";"2005W148";"    2669"
"589";"1100";"10000";"2005W149";"    2705"
"590";"1100";"10000";"2005W150";"    2714"
"591";"1100";"10000";"2005W151";"    2676"
"592";"1100";"10000";"2005W152";"    2348"
"593";"1100";"10000";"2005JJ00";"  136402"
"594";"1100";"10000";"2006X000";"     352"
"595";"1100";"10000";"2006W101";"    2746"
"596";"1100";"10000";"2006W102";"    2834"
"597";"1100";"10000";"2006W103";"    2770"
"598";"1100";"10000";"2006W104";"    2747"
"599";"1100";"10000";"2006W105";"    2838"
"600";"1100";"10000";"2006W106";"    2819"
"601";"1100";"10000";"2006W107";"    2841"
"602";"1100";"10000";"2006W108";"    2856"
"603";"1100";"10000";"2006W109";"    2880"
"604";"1100";"10000";"2006W110";"    2920"
"605";"1100";"10000";"2006W111";"    2762"
