"ID";"Geslacht";"LeeftijdOp31December";"Perioden";"Overledenen_1"
"7153";"3000";"41700";"2000W143";"     341"
"7154";"3000";"41700";"2000W144";"     323"
"7155";"3000";"41700";"2000W145";"     307"
"7156";"3000";"41700";"2000W146";"     320"
"7157";"3000";"41700";"2000W147";"     318"
"7158";"3000";"41700";"2000W148";"     317"
"7159";"3000";"41700";"2000W149";"     289"
"7160";"3000";"41700";"2000W150";"     308"
"7161";"3000";"41700";"2000W151";"     334"
"7162";"3000";"41700";"2000W152";"     335"
"7163";"3000";"41700";"2000JJ00";"   16309"
"7164";"3000";"41700";"2001W101";"     303"
"7165";"3000";"41700";"2001W102";"     315"
"7166";"3000";"41700";"2001W103";"     320"
"7167";"3000";"41700";"2001W104";"     317"
"7168";"3000";"41700";"2001W105";"     299"
"7169";"3000";"41700";"2001W106";"     294"
"7170";"3000";"41700";"2001W107";"     331"
"7171";"3000";"41700";"2001W108";"     270"
"7172";"3000";"41700";"2001W109";"     304"
"7173";"3000";"41700";"2001W110";"     309"
"7174";"3000";"41700";"2001W111";"     312"
"7175";"3000";"41700";"2001W112";"     329"
"7176";"3000";"41700";"2001W113";"     332"
"7177";"3000";"41700";"2001W114";"     306"
"7178";"3000";"41700";"2001W115";"     274"
"7179";"3000";"41700";"2001W116";"     305"
"7180";"3000";"41700";"2001W117";"     329"
"7181";"3000";"41700";"2001W118";"     291"
"7182";"3000";"41700";"2001W119";"     322"
"7183";"3000";"41700";"2001W120";"     354"
"7184";"3000";"41700";"2001W121";"     305"
"7185";"3000";"41700";"2001W122";"     285"
"7186";"3000";"41700";"2001W123";"     275"
"7187";"3000";"41700";"2001W124";"     305"
"7188";"3000";"41700";"2001W125";"     305"
"7189";"3000";"41700";"2001W126";"     313"
"7190";"3000";"41700";"2001W127";"     291"
"7191";"3000";"41700";"2001W128";"     277"
"7192";"3000";"41700";"2001W129";"     282"
"7193";"3000";"41700";"2001W130";"     324"
"7194";"3000";"41700";"2001W131";"     310"
"7195";"3000";"41700";"2001W132";"     305"
"7196";"3000";"41700";"2001W133";"     320"
"7197";"3000";"41700";"2001W134";"     281"
"7198";"3000";"41700";"2001W135";"     286"
"7199";"3000";"41700";"2001W136";"     326"
"7200";"3000";"41700";"2001W137";"     292"
"7201";"3000";"41700";"2001W138";"     311"
"7202";"3000";"41700";"2001W139";"     343"
"7203";"3000";"41700";"2001W140";"     314"
"7204";"3000";"41700";"2001W141";"     274"
"7205";"3000";"41700";"2001W142";"     320"
"7206";"3000";"41700";"2001W143";"     352"
"7207";"3000";"41700";"2001W144";"     300"
"7208";"3000";"41700";"2001W145";"     293"
"7209";"3000";"41700";"2001W146";"     321"
"7210";"3000";"41700";"2001W147";"     328"
"7211";"3000";"41700";"2001W148";"     346"
"7212";"3000";"41700";"2001W149";"     338"
"7213";"3000";"41700";"2001W150";"     339"
"7214";"3000";"41700";"2001W151";"     327"
"7215";"3000";"41700";"2001W152";"     329"
"7216";"3000";"41700";"2001W153";"      45"
"7217";"3000";"41700";"2001JJ00";"   16178"
"7218";"3000";"41700";"2002W101";"     267"
"7219";"3000";"41700";"2002W102";"     326"
"7220";"3000";"41700";"2002W103";"     284"
"7221";"3000";"41700";"2002W104";"     336"
"7222";"3000";"41700";"2002W105";"     306"
"7223";"3000";"41700";"2002W106";"     287"
"7224";"3000";"41700";"2002W107";"     291"
"7225";"3000";"41700";"2002W108";"     302"
"7226";"3000";"41700";"2002W109";"     310"
"7227";"3000";"41700";"2002W110";"     287"
"7228";"3000";"41700";"2002W111";"     327"
"7229";"3000";"41700";"2002W112";"     326"
"7230";"3000";"41700";"2002W113";"     315"
"7231";"3000";"41700";"2002W114";"     281"
"7232";"3000";"41700";"2002W115";"     334"
"7233";"3000";"41700";"2002W116";"     310"
"7234";"3000";"41700";"2002W117";"     305"
"7235";"3000";"41700";"2002W118";"     315"
"7236";"3000";"41700";"2002W119";"     310"
"7237";"3000";"41700";"2002W120";"     312"
"7238";"3000";"41700";"2002W121";"     296"
"7239";"3000";"41700";"2002W122";"     312"
"7240";"3000";"41700";"2002W123";"     335"
"7241";"3000";"41700";"2002W124";"     280"
"7242";"3000";"41700";"2002W125";"     323"
"7243";"3000";"41700";"2002W126";"     320"
"7244";"3000";"41700";"2002W127";"     303"
"7245";"3000";"41700";"2002W128";"     306"
"7246";"3000";"41700";"2002W129";"     304"
"7247";"3000";"41700";"2002W130";"     314"
"7248";"3000";"41700";"2002W131";"     321"
"7249";"3000";"41700";"2002W132";"     295"
"7250";"3000";"41700";"2002W133";"     313"
"7251";"3000";"41700";"2002W134";"     282"
"7252";"3000";"41700";"2002W135";"     289"
"7253";"3000";"41700";"2002W136";"     309"
"7254";"3000";"41700";"2002W137";"     312"
"7255";"3000";"41700";"2002W138";"     276"
"7256";"3000";"41700";"2002W139";"     297"
"7257";"3000";"41700";"2002W140";"     333"
"7258";"3000";"41700";"2002W141";"     281"
"7259";"3000";"41700";"2002W142";"     288"
"7260";"3000";"41700";"2002W143";"     342"
"7261";"3000";"41700";"2002W144";"     313"
"7262";"3000";"41700";"2002W145";"     336"
"7263";"3000";"41700";"2002W146";"     324"
"7264";"3000";"41700";"2002W147";"     325"
"7265";"3000";"41700";"2002W148";"     307"
"7266";"3000";"41700";"2002W149";"     309"
"7267";"3000";"41700";"2002W150";"     342"
"7268";"3000";"41700";"2002W151";"     314"
"7269";"3000";"41700";"2002W152";"     309"
"7270";"3000";"41700";"2002W153";"      95"
"7271";"3000";"41700";"2002JJ00";"   16136"
"7272";"3000";"41700";"2003W101";"     243"
"7273";"3000";"41700";"2003W102";"     311"
"7274";"3000";"41700";"2003W103";"     322"
"7275";"3000";"41700";"2003W104";"     326"
"7276";"3000";"41700";"2003W105";"     298"
"7277";"3000";"41700";"2003W106";"     266"
"7278";"3000";"41700";"2003W107";"     283"
"7279";"3000";"41700";"2003W108";"     325"
"7280";"3000";"41700";"2003W109";"     336"
"7281";"3000";"41700";"2003W110";"     318"
"7282";"3000";"41700";"2003W111";"     323"
"7283";"3000";"41700";"2003W112";"     299"
"7284";"3000";"41700";"2003W113";"     323"
"7285";"3000";"41700";"2003W114";"     324"
"7286";"3000";"41700";"2003W115";"     278"
"7287";"3000";"41700";"2003W116";"     319"
"7288";"3000";"41700";"2003W117";"     350"
"7289";"3000";"41700";"2003W118";"     302"
"7290";"3000";"41700";"2003W119";"     294"
"7291";"3000";"41700";"2003W120";"     263"
"7292";"3000";"41700";"2003W121";"     289"
"7293";"3000";"41700";"2003W122";"     304"
"7294";"3000";"41700";"2003W123";"     338"
"7295";"3000";"41700";"2003W124";"     291"
"7296";"3000";"41700";"2003W125";"     303"
"7297";"3000";"41700";"2003W126";"     339"
"7298";"3000";"41700";"2003W127";"     284"
"7299";"3000";"41700";"2003W128";"     292"
"7300";"3000";"41700";"2003W129";"     322"
"7301";"3000";"41700";"2003W130";"     282"
"7302";"3000";"41700";"2003W131";"     307"
"7303";"3000";"41700";"2003W132";"     327"
"7304";"3000";"41700";"2003W133";"     319"
"7305";"3000";"41700";"2003W134";"     285"
"7306";"3000";"41700";"2003W135";"     314"
"7307";"3000";"41700";"2003W136";"     295"
"7308";"3000";"41700";"2003W137";"     313"
"7309";"3000";"41700";"2003W138";"     319"
"7310";"3000";"41700";"2003W139";"     333"
"7311";"3000";"41700";"2003W140";"     322"
"7312";"3000";"41700";"2003W141";"     308"
"7313";"3000";"41700";"2003W142";"     302"
"7314";"3000";"41700";"2003W143";"     313"
"7315";"3000";"41700";"2003W144";"     307"
"7316";"3000";"41700";"2003W145";"     290"
"7317";"3000";"41700";"2003W146";"     295"
"7318";"3000";"41700";"2003W147";"     313"
"7319";"3000";"41700";"2003W148";"     327"
"7320";"3000";"41700";"2003W149";"     311"
"7321";"3000";"41700";"2003W150";"     338"
"7322";"3000";"41700";"2003W151";"     314"
"7323";"3000";"41700";"2003W152";"     313"
"7324";"3000";"41700";"2003W153";"     153"
"7325";"3000";"41700";"2003JJ00";"   16165"
"7326";"3000";"41700";"2004W101";"     159"
"7327";"3000";"41700";"2004W102";"     293"
"7328";"3000";"41700";"2004W103";"     303"
"7329";"3000";"41700";"2004W104";"     308"
"7330";"3000";"41700";"2004W105";"     300"
"7331";"3000";"41700";"2004W106";"     324"
"7332";"3000";"41700";"2004W107";"     310"
"7333";"3000";"41700";"2004W108";"     310"
"7334";"3000";"41700";"2004W109";"     273"
"7335";"3000";"41700";"2004W110";"     311"
"7336";"3000";"41700";"2004W111";"     281"
"7337";"3000";"41700";"2004W112";"     287"
"7338";"3000";"41700";"2004W113";"     326"
"7339";"3000";"41700";"2004W114";"     294"
"7340";"3000";"41700";"2004W115";"     270"
"7341";"3000";"41700";"2004W116";"     321"
"7342";"3000";"41700";"2004W117";"     302"
"7343";"3000";"41700";"2004W118";"     285"
"7344";"3000";"41700";"2004W119";"     287"
"7345";"3000";"41700";"2004W120";"     302"
"7346";"3000";"41700";"2004W121";"     303"
"7347";"3000";"41700";"2004W122";"     284"
"7348";"3000";"41700";"2004W123";"     278"
"7349";"3000";"41700";"2004W124";"     304"
"7350";"3000";"41700";"2004W125";"     258"
"7351";"3000";"41700";"2004W126";"     291"
"7352";"3000";"41700";"2004W127";"     280"
"7353";"3000";"41700";"2004W128";"     305"
"7354";"3000";"41700";"2004W129";"     310"
"7355";"3000";"41700";"2004W130";"     285"
"7356";"3000";"41700";"2004W131";"     308"
"7357";"3000";"41700";"2004W132";"     321"
"7358";"3000";"41700";"2004W133";"     296"
"7359";"3000";"41700";"2004W134";"     273"
"7360";"3000";"41700";"2004W135";"     310"
"7361";"3000";"41700";"2004W136";"     283"
"7362";"3000";"41700";"2004W137";"     307"
"7363";"3000";"41700";"2004W138";"     276"
"7364";"3000";"41700";"2004W139";"     291"
"7365";"3000";"41700";"2004W140";"     322"
"7366";"3000";"41700";"2004W141";"     302"
"7367";"3000";"41700";"2004W142";"     308"
"7368";"3000";"41700";"2004W143";"     311"
"7369";"3000";"41700";"2004W144";"     327"
"7370";"3000";"41700";"2004W145";"     284"
"7371";"3000";"41700";"2004W146";"     324"
"7372";"3000";"41700";"2004W147";"     317"
"7373";"3000";"41700";"2004W148";"     294"
"7374";"3000";"41700";"2004W149";"     288"
"7375";"3000";"41700";"2004W150";"     311"
"7376";"3000";"41700";"2004W151";"     321"
"7377";"3000";"41700";"2004W152";"     287"
"7378";"3000";"41700";"2004W153";"     225"
"7379";"3000";"41700";"2004JJ00";"   15630"
"7380";"3000";"41700";"2005X000";"      92"
"7381";"3000";"41700";"2005W101";"     276"
"7382";"3000";"41700";"2005W102";"     289"
"7383";"3000";"41700";"2005W103";"     297"
"7384";"3000";"41700";"2005W104";"     292"
"7385";"3000";"41700";"2005W105";"     338"
"7386";"3000";"41700";"2005W106";"     313"
"7387";"3000";"41700";"2005W107";"     323"
"7388";"3000";"41700";"2005W108";"     316"
"7389";"3000";"41700";"2005W109";"     305"
"7390";"3000";"41700";"2005W110";"     302"
"7391";"3000";"41700";"2005W111";"     272"
"7392";"3000";"41700";"2005W112";"     316"
"7393";"3000";"41700";"2005W113";"     308"
"7394";"3000";"41700";"2005W114";"     287"
"7395";"3000";"41700";"2005W115";"     273"
"7396";"3000";"41700";"2005W116";"     291"
"7397";"3000";"41700";"2005W117";"     258"
"7398";"3000";"41700";"2005W118";"     297"
"7399";"3000";"41700";"2005W119";"     267"
"7400";"3000";"41700";"2005W120";"     299"
"7401";"3000";"41700";"2005W121";"     290"
"7402";"3000";"41700";"2005W122";"     273"
"7403";"3000";"41700";"2005W123";"     286"
"7404";"3000";"41700";"2005W124";"     308"
"7405";"3000";"41700";"2005W125";"     316"
"7406";"3000";"41700";"2005W126";"     284"
"7407";"3000";"41700";"2005W127";"     294"
"7408";"3000";"41700";"2005W128";"     270"
"7409";"3000";"41700";"2005W129";"     240"
"7410";"3000";"41700";"2005W130";"     257"
"7411";"3000";"41700";"2005W131";"     286"
"7412";"3000";"41700";"2005W132";"     252"
"7413";"3000";"41700";"2005W133";"     304"
"7414";"3000";"41700";"2005W134";"     285"
"7415";"3000";"41700";"2005W135";"     320"
"7416";"3000";"41700";"2005W136";"     288"
"7417";"3000";"41700";"2005W137";"     266"
"7418";"3000";"41700";"2005W138";"     274"
"7419";"3000";"41700";"2005W139";"     276"
"7420";"3000";"41700";"2005W140";"     267"
"7421";"3000";"41700";"2005W141";"     254"
"7422";"3000";"41700";"2005W142";"     294"
"7423";"3000";"41700";"2005W143";"     274"
"7424";"3000";"41700";"2005W144";"     266"
"7425";"3000";"41700";"2005W145";"     263"
"7426";"3000";"41700";"2005W146";"     278"
"7427";"3000";"41700";"2005W147";"     314"
"7428";"3000";"41700";"2005W148";"     277"
"7429";"3000";"41700";"2005W149";"     274"
"7430";"3000";"41700";"2005W150";"     302"
"7431";"3000";"41700";"2005W151";"     261"
"7432";"3000";"41700";"2005W152";"     236"
"7433";"3000";"41700";"2005JJ00";"   14940"
"7434";"3000";"41700";"2006X000";"      31"
"7435";"3000";"41700";"2006W101";"     280"
"7436";"3000";"41700";"2006W102";"     290"
"7437";"3000";"41700";"2006W103";"     275"
"7438";"3000";"41700";"2006W104";"     295"
"7439";"3000";"41700";"2006W105";"     305"
"7440";"3000";"41700";"2006W106";"     268"
"7441";"3000";"41700";"2006W107";"     299"
"7442";"3000";"41700";"2006W108";"     296"
"7443";"3000";"41700";"2006W109";"     299"
"7444";"3000";"41700";"2006W110";"     294"
"7445";"3000";"41700";"2006W111";"     266"
"7446";"3000";"41700";"2006W112";"     296"
"7447";"3000";"41700";"2006W113";"     272"
"7448";"3000";"41700";"2006W114";"     271"
"7449";"3000";"41700";"2006W115";"     283"
"7450";"3000";"41700";"2006W116";"     317"
"7451";"3000";"41700";"2006W117";"     284"
"7452";"3000";"41700";"2006W118";"     272"
"7453";"3000";"41700";"2006W119";"     296"
"7454";"3000";"41700";"2006W120";"     282"
"7455";"3000";"41700";"2006W121";"     263"
"7456";"3000";"41700";"2006W122";"     250"
"7457";"3000";"41700";"2006W123";"     286"
"7458";"3000";"41700";"2006W124";"     312"
"7459";"3000";"41700";"2006W125";"     276"
"7460";"3000";"41700";"2006W126";"     289"
"7461";"3000";"41700";"2006W127";"     276"
"7462";"3000";"41700";"2006W128";"     280"
"7463";"3000";"41700";"2006W129";"     282"
"7464";"3000";"41700";"2006W130";"     306"
"7465";"3000";"41700";"2006W131";"     240"
"7466";"3000";"41700";"2006W132";"     268"
"7467";"3000";"41700";"2006W133";"     285"
"7468";"3000";"41700";"2006W134";"     306"
"7469";"3000";"41700";"2006W135";"     253"
"7470";"3000";"41700";"2006W136";"     274"
"7471";"3000";"41700";"2006W137";"     318"
"7472";"3000";"41700";"2006W138";"     262"
"7473";"3000";"41700";"2006W139";"     273"
"7474";"3000";"41700";"2006W140";"     271"
"7475";"3000";"41700";"2006W141";"     290"
"7476";"3000";"41700";"2006W142";"     279"
"7477";"3000";"41700";"2006W143";"     287"
"7478";"3000";"41700";"2006W144";"     264"
"7479";"3000";"41700";"2006W145";"     292"
"7480";"3000";"41700";"2006W146";"     295"
"7481";"3000";"41700";"2006W147";"     318"
"7482";"3000";"41700";"2006W148";"     290"
"7483";"3000";"41700";"2006W149";"     269"
"7484";"3000";"41700";"2006W150";"     293"
"7485";"3000";"41700";"2006W151";"     286"
"7486";"3000";"41700";"2006W152";"     274"
"7487";"3000";"41700";"2006JJ00";"   14778"
"7488";"3000";"41700";"2007W101";"     292"
"7489";"3000";"41700";"2007W102";"     285"
"7490";"3000";"41700";"2007W103";"     289"
"7491";"3000";"41700";"2007W104";"     288"
"7492";"3000";"41700";"2007W105";"     285"
"7493";"3000";"41700";"2007W106";"     286"
"7494";"3000";"41700";"2007W107";"     276"
"7495";"3000";"41700";"2007W108";"     288"
"7496";"3000";"41700";"2007W109";"     260"
"7497";"3000";"41700";"2007W110";"     292"
"7498";"3000";"41700";"2007W111";"     286"
"7499";"3000";"41700";"2007W112";"     260"
"7500";"3000";"41700";"2007W113";"     266"
"7501";"3000";"41700";"2007W114";"     266"
"7502";"3000";"41700";"2007W115";"     267"
"7503";"3000";"41700";"2007W116";"     301"
"7504";"3000";"41700";"2007W117";"     286"
"7505";"3000";"41700";"2007W118";"     290"
"7506";"3000";"41700";"2007W119";"     244"
"7507";"3000";"41700";"2007W120";"     289"
"7508";"3000";"41700";"2007W121";"     284"
"7509";"3000";"41700";"2007W122";"     293"
"7510";"3000";"41700";"2007W123";"     262"
"7511";"3000";"41700";"2007W124";"     257"
"7512";"3000";"41700";"2007W125";"     268"
"7513";"3000";"41700";"2007W126";"     267"
"7514";"3000";"41700";"2007W127";"     235"
"7515";"3000";"41700";"2007W128";"     245"
"7516";"3000";"41700";"2007W129";"     250"
"7517";"3000";"41700";"2007W130";"     271"
"7518";"3000";"41700";"2007W131";"     257"
"7519";"3000";"41700";"2007W132";"     285"
"7520";"3000";"41700";"2007W133";"     260"
"7521";"3000";"41700";"2007W134";"     296"
"7522";"3000";"41700";"2007W135";"     266"
"7523";"3000";"41700";"2007W136";"     284"
"7524";"3000";"41700";"2007W137";"     271"
"7525";"3000";"41700";"2007W138";"     282"
"7526";"3000";"41700";"2007W139";"     252"
"7527";"3000";"41700";"2007W140";"     252"
"7528";"3000";"41700";"2007W141";"     276"
"7529";"3000";"41700";"2007W142";"     272"
"7530";"3000";"41700";"2007W143";"     273"
"7531";"3000";"41700";"2007W144";"     277"
"7532";"3000";"41700";"2007W145";"     282"
"7533";"3000";"41700";"2007W146";"     308"
"7534";"3000";"41700";"2007W147";"     266"
"7535";"3000";"41700";"2007W148";"     296"
"7536";"3000";"41700";"2007W149";"     291"
"7537";"3000";"41700";"2007W150";"     286"
"7538";"3000";"41700";"2007W151";"     304"
"7539";"3000";"41700";"2007W152";"     304"
"7540";"3000";"41700";"2007W153";"      45"
"7541";"3000";"41700";"2007JJ00";"   14413"
"7542";"3000";"41700";"2008W101";"     239"
"7543";"3000";"41700";"2008W102";"     291"
"7544";"3000";"41700";"2008W103";"     285"
"7545";"3000";"41700";"2008W104";"     295"
"7546";"3000";"41700";"2008W105";"     299"
"7547";"3000";"41700";"2008W106";"     295"
"7548";"3000";"41700";"2008W107";"     275"
"7549";"3000";"41700";"2008W108";"     273"
"7550";"3000";"41700";"2008W109";"     271"
"7551";"3000";"41700";"2008W110";"     296"
"7552";"3000";"41700";"2008W111";"     308"
"7553";"3000";"41700";"2008W112";"     258"
"7554";"3000";"41700";"2008W113";"     272"
"7555";"3000";"41700";"2008W114";"     288"
"7556";"3000";"41700";"2008W115";"     278"
"7557";"3000";"41700";"2008W116";"     277"
"7558";"3000";"41700";"2008W117";"     267"
"7559";"3000";"41700";"2008W118";"     274"
"7560";"3000";"41700";"2008W119";"     306"
"7561";"3000";"41700";"2008W120";"     263"
"7562";"3000";"41700";"2008W121";"     283"
"7563";"3000";"41700";"2008W122";"     268"
"7564";"3000";"41700";"2008W123";"     271"
"7565";"3000";"41700";"2008W124";"     264"
"7566";"3000";"41700";"2008W125";"     250"
"7567";"3000";"41700";"2008W126";"     291"
"7568";"3000";"41700";"2008W127";"     249"
"7569";"3000";"41700";"2008W128";"     232"
"7570";"3000";"41700";"2008W129";"     295"
"7571";"3000";"41700";"2008W130";"     250"
"7572";"3000";"41700";"2008W131";"     280"
"7573";"3000";"41700";"2008W132";"     303"
"7574";"3000";"41700";"2008W133";"     278"
"7575";"3000";"41700";"2008W134";"     283"
"7576";"3000";"41700";"2008W135";"     241"
"7577";"3000";"41700";"2008W136";"     236"
"7578";"3000";"41700";"2008W137";"     275"
"7579";"3000";"41700";"2008W138";"     273"
"7580";"3000";"41700";"2008W139";"     280"
"7581";"3000";"41700";"2008W140";"     264"
"7582";"3000";"41700";"2008W141";"     293"
"7583";"3000";"41700";"2008W142";"     280"
"7584";"3000";"41700";"2008W143";"     291"
"7585";"3000";"41700";"2008W144";"     262"
"7586";"3000";"41700";"2008W145";"     273"
"7587";"3000";"41700";"2008W146";"     270"
"7588";"3000";"41700";"2008W147";"     285"
"7589";"3000";"41700";"2008W148";"     325"
"7590";"3000";"41700";"2008W149";"     269"
"7591";"3000";"41700";"2008W150";"     286"
"7592";"3000";"41700";"2008W151";"     285"
"7593";"3000";"41700";"2008W152";"     285"
"7594";"3000";"41700";"2008W153";"     132"
"7595";"3000";"41700";"2008JJ00";"   14512"
"7596";"3000";"41700";"2009W101";"     163"
"7597";"3000";"41700";"2009W102";"     298"
"7598";"3000";"41700";"2009W103";"     325"
"7599";"3000";"41700";"2009W104";"     285"
"7600";"3000";"41700";"2009W105";"     317"
"7601";"3000";"41700";"2009W106";"     276"
"7602";"3000";"41700";"2009W107";"     270"
"7603";"3000";"41700";"2009W108";"     265"
"7604";"3000";"41700";"2009W109";"     273"
"7605";"3000";"41700";"2009W110";"     246"
"7606";"3000";"41700";"2009W111";"     276"
"7607";"3000";"41700";"2009W112";"     295"
"7608";"3000";"41700";"2009W113";"     280"
"7609";"3000";"41700";"2009W114";"     282"
"7610";"3000";"41700";"2009W115";"     257"
"7611";"3000";"41700";"2009W116";"     281"
"7612";"3000";"41700";"2009W117";"     239"
"7613";"3000";"41700";"2009W118";"     261"
"7614";"3000";"41700";"2009W119";"     256"
"7615";"3000";"41700";"2009W120";"     246"
"7616";"3000";"41700";"2009W121";"     251"
"7617";"3000";"41700";"2009W122";"     274"
"7618";"3000";"41700";"2009W123";"     260"
"7619";"3000";"41700";"2009W124";"     270"
"7620";"3000";"41700";"2009W125";"     274"
"7621";"3000";"41700";"2009W126";"     274"
"7622";"3000";"41700";"2009W127";"     285"
"7623";"3000";"41700";"2009W128";"     279"
"7624";"3000";"41700";"2009W129";"     285"
"7625";"3000";"41700";"2009W130";"     272"
"7626";"3000";"41700";"2009W131";"     273"
"7627";"3000";"41700";"2009W132";"     267"
"7628";"3000";"41700";"2009W133";"     256"
"7629";"3000";"41700";"2009W134";"     266"
"7630";"3000";"41700";"2009W135";"     285"
"7631";"3000";"41700";"2009W136";"     259"
"7632";"3000";"41700";"2009W137";"     244"
"7633";"3000";"41700";"2009W138";"     276"
"7634";"3000";"41700";"2009W139";"     282"
"7635";"3000";"41700";"2009W140";"     285"
"7636";"3000";"41700";"2009W141";"     289"
"7637";"3000";"41700";"2009W142";"     256"
"7638";"3000";"41700";"2009W143";"     296"
"7639";"3000";"41700";"2009W144";"     275"
"7640";"3000";"41700";"2009W145";"     288"
"7641";"3000";"41700";"2009W146";"     293"
"7642";"3000";"41700";"2009W147";"     258"
"7643";"3000";"41700";"2009W148";"     263"
"7644";"3000";"41700";"2009W149";"     308"
"7645";"3000";"41700";"2009W150";"     284"
"7646";"3000";"41700";"2009W151";"     289"
"7647";"3000";"41700";"2009W152";"     308"
"7648";"3000";"41700";"2009W153";"     161"
"7649";"3000";"41700";"2009JJ00";"   14376"
"7650";"3000";"41700";"2010X000";"     129"
"7651";"3000";"41700";"2010W101";"     263"
"7652";"3000";"41700";"2010W102";"     266"
"7653";"3000";"41700";"2010W103";"     276"
"7654";"3000";"41700";"2010W104";"     279"
"7655";"3000";"41700";"2010W105";"     288"
"7656";"3000";"41700";"2010W106";"     247"
"7657";"3000";"41700";"2010W107";"     279"
"7658";"3000";"41700";"2010W108";"     275"
"7659";"3000";"41700";"2010W109";"     272"
"7660";"3000";"41700";"2010W110";"     280"
"7661";"3000";"41700";"2010W111";"     285"
"7662";"3000";"41700";"2010W112";"     266"
"7663";"3000";"41700";"2010W113";"     273"
"7664";"3000";"41700";"2010W114";"     256"
"7665";"3000";"41700";"2010W115";"     269"
"7666";"3000";"41700";"2010W116";"     281"
"7667";"3000";"41700";"2010W117";"     289"
"7668";"3000";"41700";"2010W118";"     268"
"7669";"3000";"41700";"2010W119";"     298"
"7670";"3000";"41700";"2010W120";"     268"
"7671";"3000";"41700";"2010W121";"     274"
"7672";"3000";"41700";"2010W122";"     264"
"7673";"3000";"41700";"2010W123";"     255"
"7674";"3000";"41700";"2010W124";"     280"
"7675";"3000";"41700";"2010W125";"     265"
"7676";"3000";"41700";"2010W126";"     281"
"7677";"3000";"41700";"2010W127";"     265"
"7678";"3000";"41700";"2010W128";"     265"
"7679";"3000";"41700";"2010W129";"     231"
"7680";"3000";"41700";"2010W130";"     257"
"7681";"3000";"41700";"2010W131";"     248"
"7682";"3000";"41700";"2010W132";"     251"
"7683";"3000";"41700";"2010W133";"     292"
"7684";"3000";"41700";"2010W134";"     250"
"7685";"3000";"41700";"2010W135";"     264"
"7686";"3000";"41700";"2010W136";"     259"
"7687";"3000";"41700";"2010W137";"     272"
"7688";"3000";"41700";"2010W138";"     274"
"7689";"3000";"41700";"2010W139";"     281"
"7690";"3000";"41700";"2010W140";"     281"
"7691";"3000";"41700";"2010W141";"     293"
"7692";"3000";"41700";"2010W142";"     299"
"7693";"3000";"41700";"2010W143";"     281"
"7694";"3000";"41700";"2010W144";"     318"
"7695";"3000";"41700";"2010W145";"     264"
"7696";"3000";"41700";"2010W146";"     264"
"7697";"3000";"41700";"2010W147";"     257"
"7698";"3000";"41700";"2010W148";"     278"
"7699";"3000";"41700";"2010W149";"     323"
"7700";"3000";"41700";"2010W150";"     267"
"7701";"3000";"41700";"2010W151";"     285"
"7702";"3000";"41700";"2010W152";"     212"
"7703";"3000";"41700";"2010JJ00";"   14257"
"7704";"3000";"41700";"2011X000";"      77"
"7705";"3000";"41700";"2011W101";"     275"
"7706";"3000";"41700";"2011W102";"     267"
"7707";"3000";"41700";"2011W103";"     259"
"7708";"3000";"41700";"2011W104";"     257"
"7709";"3000";"41700";"2011W105";"     251"
"7710";"3000";"41700";"2011W106";"     255"
"7711";"3000";"41700";"2011W107";"     265"
"7712";"3000";"41700";"2011W108";"     258"
"7713";"3000";"41700";"2011W109";"     273"
"7714";"3000";"41700";"2011W110";"     272"
"7715";"3000";"41700";"2011W111";"     231"
"7716";"3000";"41700";"2011W112";"     251"
"7717";"3000";"41700";"2011W113";"     282"
"7718";"3000";"41700";"2011W114";"     252"
"7719";"3000";"41700";"2011W115";"     273"
"7720";"3000";"41700";"2011W116";"     226"
"7721";"3000";"41700";"2011W117";"     233"
"7722";"3000";"41700";"2011W118";"     248"
"7723";"3000";"41700";"2011W119";"     268"
"7724";"3000";"41700";"2011W120";"     247"
"7725";"3000";"41700";"2011W121";"     256"
"7726";"3000";"41700";"2011W122";"     242"
"7727";"3000";"41700";"2011W123";"     276"
"7728";"3000";"41700";"2011W124";"     240"
"7729";"3000";"41700";"2011W125";"     250"
"7730";"3000";"41700";"2011W126";"     266"
"7731";"3000";"41700";"2011W127";"     301"
"7732";"3000";"41700";"2011W128";"     260"
"7733";"3000";"41700";"2011W129";"     272"
"7734";"3000";"41700";"2011W130";"     241"
"7735";"3000";"41700";"2011W131";"     263"
"7736";"3000";"41700";"2011W132";"     234"
"7737";"3000";"41700";"2011W133";"     276"
"7738";"3000";"41700";"2011W134";"     249"
"7739";"3000";"41700";"2011W135";"     254"
"7740";"3000";"41700";"2011W136";"     279"
"7741";"3000";"41700";"2011W137";"     225"
"7742";"3000";"41700";"2011W138";"     260"
"7743";"3000";"41700";"2011W139";"     241"
"7744";"3000";"41700";"2011W140";"     228"
"7745";"3000";"41700";"2011W141";"     266"
"7746";"3000";"41700";"2011W142";"     234"
"7747";"3000";"41700";"2011W143";"     251"
"7748";"3000";"41700";"2011W144";"     315"
"7749";"3000";"41700";"2011W145";"     284"
"7750";"3000";"41700";"2011W146";"     290"
"7751";"3000";"41700";"2011W147";"     264"
"7752";"3000";"41700";"2011W148";"     269"
"7753";"3000";"41700";"2011W149";"     276"
"7754";"3000";"41700";"2011W150";"     300"
"7755";"3000";"41700";"2011W151";"     258"
"7756";"3000";"41700";"2011W152";"     237"
"7757";"3000";"41700";"2011JJ00";"   13577"
