country;first_day;last_day;filter;deaths;source;notes
NL;2019-09-09;2019-09-15;;2640;;
NL;2019-09-16;2019-09-22;;2580;;
NL;2019-09-23;2019-09-29;;2753;;
NL;2019-09-30;2019-10-06;;2713;;
NL;2019-10-07;2019-10-13;;2911;;
NL;2019-10-14;2019-10-20;;2877;;
NL;2019-10-21;2019-10-27;;2867;;
NL;2019-10-28;2019-11-03;;2852;;
NL;2019-11-04;2019-11-10;;3011;;
NL;2019-11-11;2019-11-17;;3057;;
NL;2019-11-18;2019-11-24;;3019;;
NL;2019-11-25;2019-12-01;;3037;;
NL;2019-12-02;2019-12-08;;3013;;
NL;2019-12-09;2019-12-15;;3148;;
NL;2019-12-16;2019-12-22;;3235;;
NL;2019-12-23;2019-12-29;;2997;;
NL;2020-01-06;2020-01-12;;3364;;Previous week (2020-W1) straddles two years and was skipped to avoid data inconsistencies (see NL/export-weekly-deaths.py for explanation)
NL;2020-01-13;2020-01-19;;3152;;
NL;2020-01-20;2020-01-26;;3041;;
NL;2020-01-27;2020-02-02;;3158;;
NL;2020-02-03;2020-02-09;;3189;;
NL;2020-02-10;2020-02-16;;3195;;
NL;2020-02-17;2020-02-23;;2955;;
NL;2020-02-24;2020-03-01;;3089;;
NL;2020-03-02;2020-03-08;;3094;;
NL;2020-03-09;2020-03-15;;3213;;
NL;2020-03-16;2020-03-22;;3600;;
NL;2020-03-23;2020-03-29;;4441;;
NL;2020-03-30;2020-04-05;;5073;;
NL;2020-04-06;2020-04-12;;4955;;
NL;2020-04-13;2020-04-19;;4264;;
NL;2020-04-20;2020-04-26;;4028;;
